PartitionKey,RowKey,ASIN,Account,Average_Sales_Price,Average_Sales_Price_Prior_Period,Brand,Change_in_GV_Last_Year,Change_in_Glance_View_Prior_Period,Distributor_View,LBB_Price,Model_Or_Style_Number,Occurrence,Product_Image_URL,Product_Title,Product_URL,Rep_OOS,Rep_OOS_Percent_of_Total,Rep_OOS_Prior_Period,Reporting_Range,Sales_View,Shipped_COGS,Shipped_COGS_Last_Year,Shipped_COGS_Percent_of_Total,Shipped_COGS_Prior_Period,Shipped_Units,Shipped_Units_Last_Year,Shipped_Units_Percent_of_Total,Shipped_Units_Prior_Period,Subcategory_Sales_Rank,UPC,Viewing_End,Viewing_Start
01-01-2021,B004GUCDBE_01_2021,B004GUCDBE,Demo,35.32,0,Victorinox,0.4444444444444444,0.18181818181818188,,0,54005,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B004GUCDBE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B004GUCDBE,0.038461538461538464,0.0004636068613815485,-0.858974358974359,Monthly,Shipped COGS,63,-0.5714285714285715,0.0002414029604356259,0.5,3,-0.5714285714285715,0.00032306698255438296,0.5,275,588063905121,01/31/2021,01/01/2021
01-01-2021,B016BYUBAW_01_2021,B016BYUBAW,Demo,43.72,0,W&P,1,0.33333333333333326,,0,MAS-CARRY-MM-2,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016BYUBAW&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"W&P MAS-CARRYKIT-GT Carry on Cocktail Kit, Gin and Tonic, Travel Kit for Drinks on the Go, Craft Cocktails, TSA Approved",https://www.amazon.com/dp/B016BYUBAW,0,0,0,Monthly,Shipped COGS,59.14,-0.5,0.00022661223936766534,0,1,-0.5,0.00010768899418479432,0,818,399985453835,01/31/2021,01/01/2021
01-01-2021,B01J6RFQSI_01_2021,B01J6RFQSI,Demo,0,0,Feelin Good Tees,-1,,,,GT52TSE,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01J6RFQSI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B01J6RFQSI,,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,685617078669,01/31/2021,01/01/2021
01-01-2021,B01K0C3QG2_01_2021,B01K0C3QG2,Demo,57.42,0,Feelin Good Tees,1.4,2,,0.1111111111111111,35OW4UZ,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01K0C3QG2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B01K0C3QG2,0,0,0,Monthly,Shipped COGS,87.08,0,0.000333672536424354,0,2,0,0.00021537798836958864,0,537,375949530098,01/31/2021,01/01/2021
01-01-2021,B015EHYWRA_01_2021,B015EHYWRA,Demo,0,0,Funny Guy Mugs,,,,0,MUG-177,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015EHYWRA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Funny Guy Mugs Coffee Makes Me Poop Ceramic Coffee Mug, Brown, 11-Ounce",https://www.amazon.com/dp/B015EHYWRA,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,522229077311,01/31/2021,01/01/2021
01-01-2021,B00HY8H5CM_01_2021,B00HY8H5CM,Demo,0,0,Umbra,-0.8421052631578948,-0.25,,0,023269-918,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00HY8H5CM&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Touch Waste, Small Trash Can with Lid, White",https://www.amazon.com/dp/B00HY8H5CM,0,0,0,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,540052647078,01/31/2021,01/01/2021
01-01-2021,B07TVG12VR_01_2021,B07TVG12VR,Demo,0,0,GDTK,-0.9375,-0.923076923076923,,,AW1NANI,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07TVG12VR&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,GDTK Leather Passport Holder Cover Case RFID Blocking Travel Wallet,https://www.amazon.com/dp/B07TVG12VR,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,539654005848,01/31/2021,01/01/2021
01-01-2021,B07DDL1MMB_01_2021,B07DDL1MMB,Demo,0,0,Clocky,0,-0.75,,,EXOFCV4,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07DDL1MMB&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Clocky Alarm Clock on Wheels (Original) | Extra Loud for Heavy Sleeper (Adult or Kid Bed-Room Robot Clockie) Funny, Rolling, Run-Away, Moving, Jumping (Pink)",https://www.amazon.com/dp/B07DDL1MMB,1,0.0004636068613815485,0.33333333333333326,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,732400109856,01/31/2021,01/01/2021
01-01-2021,B01H5RPQAO_01_2021,B01H5RPQAO,Demo,43.18999999999999,-0.020635,Tech Tools,-0.6379310344827587,0.10526315789473696,,0,PI-2140,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01H5RPQAO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"LED Word Clock - Displays Time as Text - Powered by AC Adapter (8"" x 8"")",https://www.amazon.com/dp/B01H5RPQAO,0,0,0,Monthly,Shipped COGS,165.2,1.6666666666666663,0.0006330122073645301,7,8,1.6666666666666665,0.0008615119534783546,7,218,262947940341,01/31/2021,01/01/2021
01-01-2021,B06XJBZG3V_01_2021,B06XJBZG3V,Demo,42.99,0,Feelin Good Tees,0.375,1.2000000000000002,,0,6K3B410,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B06XJBZG3V&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B06XJBZG3V,0,0,0,Monthly,Shipped COGS,68.44,0,0.0002622479144795911,0,2,0,0.00021537798836958864,0,627,75099788564,01/31/2021,01/01/2021
01-01-2021,B07Z6HF1V6_01_2021,B07Z6HF1V6,Demo,40.45,-0.061266999999999995,Feelin Good Tees,0.5,-0.25,,0,IBFB3EC,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07Z6HF1V6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B07Z6HF1V6,0,0,0,Monthly,Shipped COGS,26.45,0,0.000101350925452735,0,1,0,0.00010768899418479432,0,382,684157107150,01/31/2021,01/01/2021
01-01-2021,B0178H20M8_01_2021,B0178H20M8,Demo,59.35,0,W&P,-0.33333333333333337,-0.33333333333333337,,0,MAS-CARRYKIT-CC,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0178H20M8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"W&P MAS-CARRYKIT-GT Carry on Cocktail Kit, Gin and Tonic, Travel Kit for Drinks on the Go, Craft Cocktails, TSA Approved",https://www.amazon.com/dp/B0178H20M8,0,0,0,Monthly,Shipped COGS,37.87,-0.7999999999999998,0.00014511000177297068,0,1,-0.8,0.00010768899418479432,0,343,55006984515,01/31/2021,01/01/2021
01-01-2021,B00NMFCHRO_01_2021,B00NMFCHRO,Demo,83.2,0,Feelin Good Tees,0.5,0.19999999999999996,,0,K38AUWE,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFCHRO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFCHRO,0,0,0,Monthly,Shipped COGS,116.86,1,0.00044778333264297213,0,2,1,0.00021537798836958864,0,416,952266122493,01/31/2021,01/01/2021
01-01-2021,B01HMR2CF4_01_2021,B01HMR2CF4,Demo,46.84,-0.00213,,-0.125,1.4500000000000002,,0.2,P161WB5M,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HMR2CF4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Petcube First Generation Camera for Pets with HD 720p Video, Wi-Fi and Two-Way Audio",https://www.amazon.com/dp/B01HMR2CF4,0,0,0,Monthly,Shipped COGS,42.99,-0.875,0.0001647287820496438,0,1,-0.875,0.00010768899418479432,0,199,677269826804,01/31/2021,01/01/2021
01-01-2021,B01B9818IE_01_2021,B01B9818IE,Demo,65.44,0,NEFF,0.5,1,,0,MJGTD62,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01B9818IE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Neff Unisex Daily Beanie, Warm, Slouchy, Soft Headwear, Teal, One Size",https://www.amazon.com/dp/B01B9818IE,0,0,0,Monthly,Shipped COGS,47.81,0,0.00018319802441948055,0,1,0,0.00010768899418479432,0,253,455645376500,01/31/2021,01/01/2021
01-01-2021,B00O3HTSKE_01_2021,B00O3HTSKE,Demo,13.690303030303031,0.15509499999999998,AU,1.0547945205479452,0.04166666666666674,,0,MU-XY6-TYU90,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00O3HTSKE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,AU Funny Door Mats Welcome Doormat Our House Cassette,https://www.amazon.com/dp/B00O3HTSKE,0,0,-1,Monthly,Shipped COGS,546.81,7.7982300884955755,0.002095262742790549,0.7741469999999999,33,5.6,0.0035537368080982125,0.736842,39,25677676305,01/31/2021,01/01/2021
01-01-2021,B0781GPTLZ_01_2021,B0781GPTLZ,Demo,0,0,SixVector,-1,-1,,,NF-Millennial Pink,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0781GPTLZ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Premium Glass Nail File With Case, Crystal Diamond Salon Best Beauty Nail Buffer For Natural and Acrylic Nails Christmas Gift for Woman and Man,Apricot",https://www.amazon.com/dp/B0781GPTLZ,,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,604486201072,01/31/2021,01/01/2021
01-01-2021,B00NMFCFVW_01_2021,B00NMFCFVW,Demo,68.16,0.046041,Feelin Good Tees,0.5454545454545454,0,,0,5PPILAB,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFCFVW&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFCFVW,0,0,0,Monthly,Shipped COGS,68.6,0,0.0002628610013632371,-0.200093,2,0,0.00021537798836958864,0,366,310079693644,01/31/2021,01/01/2021
01-01-2021,B017AYFUMQ_01_2021,B017AYFUMQ,Demo,15.540000000000001,0,WOMHOPE,1.8,-0.07692307692307687,,0,WXDZ0040,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017AYFUMQ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"WOMHOPE Children's Night Lights Rechargeable Hand-held Design Tap Sensor Vibration Cage Lamp Night Lights for Kids, Baby,Valentines Gift,Outdoor Lamp (Blue Bunny)",https://www.amazon.com/dp/B017AYFUMQ,0,0,-1,Monthly,Shipped COGS,100.10000000000001,7.376569037656904,0.00038356248158105005,6,14,13,0.0015076459185871206,6,261,562101724613,01/31/2021,01/01/2021
01-01-2021,B00S7068HY_01_2021,B00S7068HY,Demo,0,0,Umbra,-1,,,,470753-524,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00S7068HY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Trigg Hanging Planter Vase & Geometric Wall Decor Container, Small, White/Brass",https://www.amazon.com/dp/B00S7068HY,,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,54464639423,01/31/2021,01/01/2021
01-01-2021,B01HFFXNCO_01_2021,B01HFFXNCO,Demo,26.49,0,Feelin Good Tees,0.16666666666666669,0.16666666666666674,,0,9Y5XLRQ,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HFFXNCO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B01HFFXNCO,0,0,0,Monthly,Shipped COGS,85.37,1.5005858230814295,0.00032712017035538705,-0.078575,6,2,0.0006461339651087659,0,325,72288611295,01/31/2021,01/01/2021
01-01-2021,B075LH3L28_01_2021,B075LH3L28,Demo,16.878888888888888,0,BUBM,-0.05,0.3571428571428572,,0,DPZD-LR,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B075LH3L28&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",https://www.amazon.com/dp/B075LH3L28,0,0,0,Monthly,Shipped COGS,45,2.631961259079903,0.0001724306860254471,0,9,2,0.0009692009476631488,0,335,266283027206,01/31/2021,01/01/2021
01-01-2021,B015JIAGE2_01_2021,B015JIAGE2,Demo,12.86,-0.00299,Polaroid,-0.456140350877193,0.03333333333333344,,0,POLSP01BL,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015JIAGE2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Polaroid Snap Instant Digital Camera (Blue) with ZINK Zero Ink Printing Technology,https://www.amazon.com/dp/B015JIAGE2,0,0,0,Monthly,Shipped COGS,64.48,-0.572725465509244,0.0002470740141093517,-0.7101500000000001,8,-0.6521739130434783,0.0008615119534783546,-0.714286,573,538257557949,01/31/2021,01/01/2021
01-01-2021,B015ENLKOC_01_2021,B015ENLKOC,Demo,97.26,0,Funko,-0.6138613861386139,-0.21999999999999997,,0,6555,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015ENLKOC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Funko Pop Disney: Lilo & Stitch - Stitch Seated Action Figure,https://www.amazon.com/dp/B015ENLKOC,0,0,0,Monthly,Shipped COGS,136.84,-0.771422844352387,0.0005243425572382706,-0.7837820000000001,2,-0.75,0.00021537798836958864,-0.777778,377,551634071199,01/31/2021,01/01/2021
01-01-2021,B000J3R2UO_01_2021,B000J3R2UO,Demo,0,0,Kikkerland,-1,,,,CAL50,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000J3R2UO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Kikkerland 50 Year Calendar Paperweight (CAL50),https://www.amazon.com/dp/B000J3R2UO,,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,35093006059,01/31/2021,01/01/2021
01-01-2021,B07GWN99RG_01_2021,B07GWN99RG,Demo,0,0,InnoGear,-0.9545454545454546,,,,AD510D,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07GWN99RG&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"InnoGear Aromatherapy Essential Oil Diffuser Wood Grain Ultrasonic Cool Mist Diffusers with 7 Color LED Lights Waterless Auto Shut-Off, 200 ml",https://www.amazon.com/dp/B07GWN99RG,1,0.000927213722763097,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,684777857384,01/31/2021,01/01/2021
01-01-2021,B07J5S7RX7_01_2021,B07J5S7RX7,Demo,0,-1,Vela Lanterns,-0.8125,-0.7692307692307692,,0,.,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07J5S7RX7&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Vela Lanterns Moroccan Style Candle Lantern, Medium, Purple Glass",https://www.amazon.com/dp/B07J5S7RX7,0,0,0,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,833967325069,01/31/2021,01/01/2021
01-01-2021,B016939FIY_01_2021,B016939FIY,Demo,159.08,0,,-0.7074829931972789,0.04878048780487809,,0,KA5Q5K3,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016939FIY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"R+co Death Valley Dry Shampoo By for Unisex - 6.3 Fl Oz  Dry Shampoo, 6.3 Fl Oz",https://www.amazon.com/dp/B016939FIY,0,0,0,Monthly,Shipped COGS,123.58,-0.75,0.00047353298175610553,0,1,-0.75,0.00010768899418479432,0,424,509679220844,01/31/2021,01/01/2021
01-01-2021,B00IS5DJ5M_01_2021,B00IS5DJ5M,Demo,11.157499999999999,0.00025299999999999997,MOLUK,0.525,-0.2098445595854922,,0,46K,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00IS5DJ5M&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,MOLUK Plui Rain Cloud Tub Toy,https://www.amazon.com/dp/B00IS5DJ5M,0.006557377049180327,0.000927213722763097,1.5311475409836066,Monthly,Shipped COGS,458.83,1.6244351655894298,0.0017581415926456862,-0.411175,56,1.6666666666666665,0.006030583674348482,-0.404255,32,264099084221,01/31/2021,01/01/2021
01-01-2021,B017AYFUSA_01_2021,B017AYFUSA,Demo,35.55,0,WOMHOPE,-0.2727272727272727,0,,0,WXDZ0040,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017AYFUSA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"WOMHOPE Children's Night Lights Rechargeable Hand-held Design Tap Sensor Vibration Cage Lamp Night Lights for Kids, Baby,Valentines Gift,Outdoor Lamp (Blue Bunny)",https://www.amazon.com/dp/B017AYFUSA,0,0,0,Monthly,Shipped COGS,70.14,0,0.00026876196261833016,0,3,0,0.00032306698255438296,0,559,390206462753,01/31/2021,01/01/2021
01-01-2021,B016P22NXI_01_2021,B016P22NXI,Demo,53.37,0,Texas Tees,-0.75,0,,0,GEEY8OS,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016P22NXI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Texas Tees, Star Wars Onesie, Star Wars Baby Clothes, Storm Pooper, Black, 3-6 Month",https://www.amazon.com/dp/B016P22NXI,0.5,0.0004636068613815485,-0.5,Monthly,Shipped COGS,80.42,0.9495757575757575,0.00030815279489258786,-0.487183,1,0,0.00010768899418479432,-0.5,772,883443955862,01/31/2021,01/01/2021
01-01-2021,B07YVYX2WJ_01_2021,B07YVYX2WJ,Demo,0,-1,Beats,0.42857142857142855,0.4285714285714286,,0,BYQUI65,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07YVYX2WJ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Beats Studio3 Wireless Noise Cancelling Over-Ear Headphones - White,https://www.amazon.com/dp/B07YVYX2WJ,0,0,0,Monthly,Shipped COGS,0,0,0,-1,0,0,0,-1,,66292008159,01/31/2021,01/01/2021
01-01-2021,B076J2T7HH_01_2021,B076J2T7HH,Demo,0,0,Feelin Good Tees,0,,,,FNAUABN,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076J2T7HH&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B076J2T7HH,0,0,,Monthly,Shipped COGS,0,0,0,0,0,0,0,0,,126991866567,01/31/2021,01/01/2021
