PartitionKey,RowKey,ASIN,Account,Average_Sales_Price,Average_Sales_Price_Prior_Period,Brand,Change_in_GV_Last_Year,Change_in_Glance_View_Prior_Period,Distributor_View,Model_Or_Style_Number,Occurrence,Product_Image_URL,Product_Title,Product_URL,Rep_OOS_Percent_of_Total,Reporting_Range,Sales_View,Shipped_COGS,Shipped_COGS_Last_Year,Shipped_COGS_Percent_of_Total,Shipped_COGS_Prior_Period,Shipped_Units,Shipped_Units_Last_Year,Shipped_Units_Percent_of_Total,Shipped_Units_Prior_Period,UPC,Viewing_End,Viewing_Start,LBB_Price,Rep_OOS,Rep_OOS_Prior_Period,Subcategory_Sales_Rank
01-03-2021,B004GUCDBE_01_03_2021,B004GUCDBE,Demo,35.32,0,Victorinox,0,0,,54005,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B004GUCDBE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Victorinox Swiss Army Classic SD Pocket Knife, StayGlow",https://www.amazon.com/dp/B004GUCDBE,0,Weekly,Shipped COGS,42,0,0.0007254218025522756,0,2,0,0.0009652509652509653,0,588063905121,01/09/2021,01/03/2021,0,0,0,130
01-03-2021,B016BYUBAW_01_03_2021,B016BYUBAW,Demo,0,0,W&P,,,,MAS-CARRY-MM-2,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016BYUBAW&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"W&P MAS-CARRYKIT-GT Carry on Cocktail Kit, Gin and Tonic, Travel Kit for Drinks on the Go, Craft Cocktails, TSA Approved",https://www.amazon.com/dp/B016BYUBAW,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,399985453835,01/09/2021,01/03/2021,0,0,,
01-03-2021,B01J6RFQSI_01_03_2021,B01J6RFQSI,Demo,0,0,Feelin Good Tees,-1,,,GT52TSE,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01J6RFQSI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B01J6RFQSI,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,685617078669,01/09/2021,01/03/2021,,,,
01-03-2021,B01K0C3QG2_01_03_2021,B01K0C3QG2,Demo,57.42,0,Feelin Good Tees,2,2,,35OW4UZ,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01K0C3QG2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B01K0C3QG2,0,Weekly,Shipped COGS,87.08,0,0.0015040412039583847,0,2,0,0.0009652509652509653,0,375949530098,01/09/2021,01/03/2021,0,0,0,178
01-03-2021,B015EHYWRA_01_03_2021,B015EHYWRA,Demo,0,0,Funny Guy Mugs,,,,MUG-177,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015EHYWRA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Funny Guy Mugs Coffee Makes Me Poop Ceramic Coffee Mug, Brown, 11-Ounce",https://www.amazon.com/dp/B015EHYWRA,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,522229077311,01/09/2021,01/03/2021,0,0,,
01-03-2021,B00HY8H5CM_01_03_2021,B00HY8H5CM,Demo,0,0,Umbra,-1,-1,,023269-918,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00HY8H5CM&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Touch Waste, Small Trash Can with Lid, White",https://www.amazon.com/dp/B00HY8H5CM,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,540052647078,01/09/2021,01/03/2021,,,,
01-03-2021,B07TVG12VR_01_03_2021,B07TVG12VR,Demo,0,0,GDTK,-0.8,-0.6666666666666667,,AW1NANI,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07TVG12VR&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,GDTK Leather Passport Holder Cover Case RFID Blocking Travel Wallet,https://www.amazon.com/dp/B07TVG12VR,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,539654005848,01/09/2021,01/03/2021,,0,,
01-03-2021,B01H5RPQAO_01_03_2021,B01H5RPQAO,Demo,43.29999999999999,0,Tech Tools,-0.36363636363636365,0.75,,PI-2140,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01H5RPQAO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"LED Word Clock - Displays Time as Text - Powered by AC Adapter (8"" x 8"")",https://www.amazon.com/dp/B01H5RPQAO,0,Weekly,Shipped COGS,123.89999999999999,0,0.002139994317529213,0,6,0,0.0028957528957528956,0,262947940341,01/09/2021,01/03/2021,0,0,0,59
01-03-2021,B06XJBZG3V_01_03_2021,B06XJBZG3V,Demo,42.99,0,Feelin Good Tees,0,0,,6K3B410,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B06XJBZG3V&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Feelin Good Tees I Wear This Shirt Periodically Funny Science T Shirt XL Dark Grey,https://www.amazon.com/dp/B06XJBZG3V,0,Weekly,Shipped COGS,37.15,0,0.0006416528563051677,0,1,0,0.00048262548262548264,0,75099788564,01/09/2021,01/03/2021,0,0,0,317
01-03-2021,B0178H20M8_01_03_2021,B0178H20M8,Demo,59.35,0,W&P,-0.5,-0.5,,MAS-CARRYKIT-CC,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0178H20M8&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"W&P MAS-CARRYKIT-GT Carry on Cocktail Kit, Gin and Tonic, Travel Kit for Drinks on the Go, Craft Cocktails, TSA Approved",https://www.amazon.com/dp/B0178H20M8,0,Weekly,Shipped COGS,37.87,0,0.000654088658634635,0,1,0,0.00048262548262548264,0,55006984515,01/09/2021,01/03/2021,0,0,0,142
01-03-2021,B00NMFCHRO_01_03_2021,B00NMFCHRO,Demo,0,0,Feelin Good Tees,0,-0.8,,K38AUWE,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFCHRO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFCHRO,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,952266122493,01/09/2021,01/03/2021,,0,,
01-03-2021,B01HMR2CF4_01_03_2021,B01HMR2CF4,Demo,46.84,0,,0.5,3.5,,P161WB5M,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HMR2CF4&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Petcube First Generation Camera for Pets with HD 720p Video, Wi-Fi and Two-Way Audio",https://www.amazon.com/dp/B01HMR2CF4,0,Weekly,Shipped COGS,42.99,-0.6666666666666665,0.0007425210307552936,0,1,-0.6666666666666667,0.00048262548262548264,0,677269826804,01/09/2021,01/03/2021,0,0,0,66
01-03-2021,B01B9818IE_01_03_2021,B01B9818IE,Demo,0,0,NEFF,,-1,,MJGTD62,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01B9818IE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Neff Unisex Daily Beanie, Warm, Slouchy, Soft Headwear, Teal, One Size",https://www.amazon.com/dp/B01B9818IE,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,455645376500,01/09/2021,01/03/2021,,,,
01-03-2021,B00O3HTSKE_01_03_2021,B00O3HTSKE,Demo,14.421904761904763,0.23687000000000002,AU,1.5625,0.32258064516129026,,MU-XY6-TYU90,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00O3HTSKE&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,AU Funny Door Mats Welcome Doormat Our House Cassette,https://www.amazon.com/dp/B00O3HTSKE,0,Weekly,Shipped COGS,347.97,26.994368463395013,0.006010119634145603,2,21,20,0.010135135135135136,2,25677676305,01/09/2021,01/03/2021,0,0,0,15
01-03-2021,B0781GPTLZ_01_03_2021,B0781GPTLZ,Demo,0,0,SixVector,-1,-1,,NF-Millennial Pink,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B0781GPTLZ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Premium Glass Nail File With Case, Crystal Diamond Salon Best Beauty Nail Buffer For Natural and Acrylic Nails Christmas Gift for Woman and Man,Apricot",https://www.amazon.com/dp/B0781GPTLZ,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,604486201072,01/09/2021,01/03/2021,,,,
01-03-2021,B00NMFCFVW_01_03_2021,B00NMFCFVW,Demo,0,0,Feelin Good Tees,,,,5PPILAB,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFCFVW&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFCFVW,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,310079693644,01/09/2021,01/03/2021,,0,,
01-03-2021,B017AYFUMQ_01_03_2021,B017AYFUMQ,Demo,15.54,0,WOMHOPE,2,0.2857142857142858,,WXDZ0040,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017AYFUMQ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"WOMHOPE Children's Night Lights Rechargeable Hand-held Design Tap Sensor Vibration Cage Lamp Night Lights for Kids, Baby,Valentines Gift,Outdoor Lamp (Blue Bunny)",https://www.amazon.com/dp/B017AYFUMQ,0,Weekly,Shipped COGS,7.15,0,0.000123494425910685,-0.75,1,0,0.00048262548262548264,-0.75,562101724613,01/09/2021,01/03/2021,0,0,-1,254
01-03-2021,B00S7068HY_01_03_2021,B00S7068HY,Demo,0,0,Umbra,-1,,,470753-524,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00S7068HY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Umbra Trigg Hanging Planter Vase & Geometric Wall Decor Container, Small, White/Brass",https://www.amazon.com/dp/B00S7068HY,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,54464639423,01/09/2021,01/03/2021,,,,
01-03-2021,B01HFFXNCO_01_03_2021,B01HFFXNCO,Demo,0,0,Feelin Good Tees,-1,-1,,9Y5XLRQ,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01HFFXNCO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B01HFFXNCO,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,72288611295,01/09/2021,01/03/2021,0,0,0,
01-03-2021,B075LH3L28_01_03_2021,B075LH3L28,Demo,0,0,BUBM,-0.6153846153846154,-0.5454545454545454,,DPZD-LR,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B075LH3L28&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",https://www.amazon.com/dp/B075LH3L28,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,266283027206,01/09/2021,01/03/2021,0,0,0,
01-03-2021,B015JIAGE2_01_03_2021,B015JIAGE2,Demo,12.86,0,Polaroid,-0.33333333333333337,0.6666666666666667,,POLSP01BL,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015JIAGE2&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Polaroid Snap Instant Digital Camera (Blue) with ZINK Zero Ink Printing Technology,https://www.amazon.com/dp/B015JIAGE2,0,Weekly,Shipped COGS,32.24,-0.6878388845855925,0.0005568475931972707,3,4,-0.75,0.0019305019305019305,3,538257557949,01/09/2021,01/03/2021,0,0,0,291
01-03-2021,B015ENLKOC_01_03_2021,B015ENLKOC,Demo,0,0,Funko,-0.6060606060606061,0.30000000000000004,,6555,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B015ENLKOC&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Funko Pop Disney: Lilo & Stitch - Stitch Seated Action Figure,https://www.amazon.com/dp/B015ENLKOC,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,551634071199,01/09/2021,01/03/2021,0,0,0,
01-03-2021,B000J3R2UO_01_03_2021,B000J3R2UO,Demo,0,0,Kikkerland,-1,,,CAL50,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000J3R2UO&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Kikkerland 50 Year Calendar Paperweight (CAL50),https://www.amazon.com/dp/B000J3R2UO,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,35093006059,01/09/2021,01/03/2021,,,,
01-03-2021,B07GWN99RG_01_03_2021,B07GWN99RG,Demo,0,0,InnoGear,-0.875,,,AD510D,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07GWN99RG&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"InnoGear Aromatherapy Essential Oil Diffuser Wood Grain Ultrasonic Cool Mist Diffusers with 7 Color LED Lights Waterless Auto Shut-Off, 200 ml",https://www.amazon.com/dp/B07GWN99RG,0.002173913043478261,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,684777857384,01/09/2021,01/03/2021,,1,,
01-03-2021,B07J5S7RX7_01_03_2021,B07J5S7RX7,Demo,0,-1,Vela Lanterns,-0.8,-0.8,,.,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07J5S7RX7&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Vela Lanterns Moroccan Style Candle Lantern, Medium, Purple Glass",https://www.amazon.com/dp/B07J5S7RX7,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,833967325069,01/09/2021,01/03/2021,0,0,0,
01-03-2021,B016939FIY_01_03_2021,B016939FIY,Demo,0,0,,-0.8875,0.2857142857142858,,KA5Q5K3,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016939FIY&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"R+co Death Valley Dry Shampoo By for Unisex - 6.3 Fl Oz  Dry Shampoo, 6.3 Fl Oz",https://www.amazon.com/dp/B016939FIY,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,509679220844,01/09/2021,01/03/2021,0,0,,
01-03-2021,B00IS5DJ5M_01_03_2021,B00IS5DJ5M,Demo,11.19,0,MOLUK,0.891304347826087,0.42622950819672134,,46K,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00IS5DJ5M&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,MOLUK Plui Rain Cloud Tub Toy,https://www.amazon.com/dp/B00IS5DJ5M,0,Weekly,Shipped COGS,99.61,2.353872053872054,0.0017204587083864803,-0.198439,12,2,0.005791505791505791,-0.294118,264099084221,01/09/2021,01/03/2021,0,0,-1,31
01-03-2021,B017AYFUSA_01_03_2021,B017AYFUSA,Demo,0,0,WOMHOPE,-1,-1,,WXDZ0040,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B017AYFUSA&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"WOMHOPE Children's Night Lights Rechargeable Hand-held Design Tap Sensor Vibration Cage Lamp Night Lights for Kids, Baby,Valentines Gift,Outdoor Lamp (Blue Bunny)",https://www.amazon.com/dp/B017AYFUSA,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,390206462753,01/09/2021,01/03/2021,,,,
01-03-2021,B016P22NXI_01_03_2021,B016P22NXI,Demo,0,-1,Texas Tees,0,-0.5,,GEEY8OS,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B016P22NXI&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Texas Tees, Star Wars Onesie, Star Wars Baby Clothes, Storm Pooper, Black, 3-6 Month",https://www.amazon.com/dp/B016P22NXI,0.002173913043478261,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,883443955862,01/09/2021,01/03/2021,0,1,0,
01-03-2021,B07YVYX2WJ_01_03_2021,B07YVYX2WJ,Demo,0,-1,Beats,5,5,,BYQUI65,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B07YVYX2WJ&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Beats Studio3 Wireless Noise Cancelling Over-Ear Headphones - White,https://www.amazon.com/dp/B07YVYX2WJ,0,Weekly,Shipped COGS,0,0,0,-1,0,0,0,-1,66292008159,01/09/2021,01/03/2021,0,0,0,
01-03-2021,B00NMFDE3K_01_03_2021,B00NMFDE3K,Demo,0,0,Feelin Good Tees,,0.5,,VH3IG6T,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFDE3K&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFDE3K,0.006521739130434783,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,354737650994,01/09/2021,01/03/2021,,1,0,
01-03-2021,B000V1Z2P6_01_03_2021,B000V1Z2P6,Demo,0,0,,-1,0,,MKEY,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B000V1Z2P6&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Fred SKELETON KEYS Glow-in-The-Dark Key Covers, Set of 6",https://www.amazon.com/dp/B000V1Z2P6,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,539793634305,01/09/2021,01/03/2021,0,0,0,
01-03-2021,B076JGBWMP_01_03_2021,B076JGBWMP,Demo,0,0,BUBM,-0.33333333333333337,0,,DPZD-MP,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B076JGBWMP&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"BUBM Desk Pad Protector 35"" x 18"", PU Leather Desk Mat Blotters Organizer with Comfortable Writing Surface(Pink)",https://www.amazon.com/dp/B076JGBWMP,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,856711665312,01/09/2021,01/03/2021,,0,,
01-03-2021,B01K0BVT26_01_03_2021,B01K0BVT26,Demo,0,0,Feelin Good Tees,0,-0.5,,POBQROS,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B01K0BVT26&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,I Am Currently Unsupervised Adult Humor Novelty Graphic Sarcasm Funny T Shirt XL Black1,https://www.amazon.com/dp/B01K0BVT26,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,98476778113,01/09/2021,01/03/2021,,0,,
01-03-2021,B00NMFDH2I_01_03_2021,B00NMFDH2I,Demo,0,0,Feelin Good Tees,,,,VE3HCP7,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00NMFDH2I&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,Never Forget Funny Retro Music Mens Novelty Funny T Shirt L Military,https://www.amazon.com/dp/B00NMFDH2I,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,330669319445,01/09/2021,01/03/2021,,,,
01-03-2021,B00MAC2J46_01_03_2021,B00MAC2J46,Demo,0,0,Poppin,0,0,,100924,1,http://ws-na.amazon-adsystem.com/widgets/q?_encoding=UTF8&MarketPlace=US&ASIN=B00MAC2J46&ServiceVersion=20070822&ID=AsinImage&WS=1&Format=SL250,"Poppin White + Aqua Stow 3-Drawer File Cabinet, Available in 10 Colors, Legal/Letter",https://www.amazon.com/dp/B00MAC2J46,0,Weekly,Shipped COGS,0,0,0,0,0,0,0,0,766676292334,01/09/2021,01/03/2021,,0,,
